Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurrence,Location Type,UCR Literal,UCR #,IBR Code,Neighborhood,NPU,Latitude,Longitude
190071051,1/7/2019,1/7/2019,1200,1/7/2019,1430,210,,,2716 LENOX RD NE ,Day Watch,,AUTO THEFT,710,2404A,Pine Hills,B,33.82911,-84.35506
190071614,1/7/2019,1/7/2019,1820,1/7/2019,1840,306,,,2050 SYLVAN RD SW,Evening Watch,23,AUTO THEFT,710,2404,Sylvan Hills,X,33.69893,-84.41819
190072047,1/7/2019,1/7/2019,2315,1/7/2019,2330,206,,,3004 PIEDMONT RD NE,Morning Watch,23,AUTO THEFT,710,2404,Garden Hills,B,33.83667,-84.36813
190072012,1/7/2019,1/7/2019,2255,1/7/2019,2303,311,,,752 CLEVELAND AVE SW,Morning Watch,,AUTO THEFT,720,2424,Hammond Park,X,33.68117,-84.41294
190071628,1/7/2019,1/7/2019,1825,1/7/2019,1830,310,,,2428 LAKEWOOD AVE SW,Evening Watch,12,AGG ASSAULT,410,1314,Polar Rock,Z,33.69704,-84.39848
190071976,1/7/2019,1/7/2019,2227,1/7/2019,2227,111,,,250 HERMER CIR NW,Morning Watch,,AGG ASSAULT,410,1314,,I,33.75726,-84.48676
190072007,1/7/2019,1/4/2019,2330,1/5/2019,0,510,,,171 AUBURN AVE NE,Morning Watch,26,AGG ASSAULT,410,1314,Old Fourth Ward,M,33.75572,-84.3687
190070308,1/7/2019,1/7/2019,427,1/7/2019,428,409,,85,2900 LANDRUM DR SW,Morning Watch,26,ROBBERY-PEDESTRIAN,311,1204,Southwest,R,33.70623,-84.48372
190070623,1/7/2019,1/7/2019,919,1/7/2019,919,306,,,1707 FAIRBANKS ST SW,Day Watch,20,ROBBERY-PEDESTRIAN,311,1212,Sylvan Hills,X,33.70863,-84.41561
190072061,1/7/2019,1/7/2019,2130,1/7/2019,2145,603,,,410 NORTH AVE NE,Evening Watch,18,ROBBERY-PEDESTRIAN,311,1212,Old Fourth Ward,M,33.77127,-84.37382
190070209,1/7/2019,1/7/2019,234,1/7/2019,243,509,,,250 PIEDMONT AVE NE @HILTON OFFICE TOWER,Morning Watch,13,AGG ASSAULT,430,1315,Downtown,M,33.76126,-84.38223
190070517,1/7/2019,1/7/2019,800,1/7/2019,810,306,,,1040 DECKNER AVE SW,Day Watch,20,AGG ASSAULT,430,1315,Sylvan Hills,X,33.71382,-84.42167
190071917,1/7/2019,1/7/2019,2125,1/7/2019,2135,102,,9,200 SUNSET AVE NW,Evening Watch,,AGG ASSAULT,430,1315,Vine City,L,33.76019,-84.41002
190050270,1/7/2019,1/5/2019,225,1/5/2019,230,212,,,2160 MONROE DR,Morning Watch,21,AGG ASSAULT,430,1315,Piedmont Heights,F,33.81079,-84.37019
190071696,1/7/2019,1/7/2019,1840,1/7/2019,1902,401,,6,383 HOLDERNESS ST SW,Evening Watch,26,ROBBERY-RESIDENCE,315,1207,West End,T,33.74457,-84.42715
190070635,1/7/2019,1/5/2019,330,1/7/2019,930,111,,,3413 LAKE VALLEY RD NW,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Adamsville,H,33.76388,-84.49956
190070757,1/7/2019,1/7/2019,900,1/7/2019,945,605,,,683 HILL ST SE,Day Watch,20,BURGLARY-RESIDENCE,511,2202,Grant Park,W,33.73605,-84.37852
190071153,1/7/2019,1/7/2019,755,1/7/2019,1448,109,,A,2379 DUPREE AVE NW,Evening Watch,26,BURGLARY-RESIDENCE,511,2202,Center Hill,J,33.77913,-84.46487
190071669,1/7/2019,1/7/2019,700,1/7/2019,1700,607,,,631 MORELAND AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Ormewood Park,W,33.73703,-84.34939
190070638,1/7/2019,1/5/2019,2200,1/7/2019,930,309,,,2610 METROPOLITAN PKWY SW,Day Watch,12,BURGLARY-NONRES,512,2203,Perkerson,X,33.68329,-84.40771
190070290,1/7/2019,1/7/2019,315,1/7/2019,330,612,,,1476 GLENWOOD AVE SE,Morning Watch,20,BURGLARY-RESIDENCE,521,2204,East Atlanta,W,33.74015,-84.33919
190070356,1/7/2019,1/7/2019,30,1/7/2019,530,112,,,2637 SANTA BARBARA DR NW,Morning Watch,20,BURGLARY-RESIDENCE,521,2204,Collier Heights,I,33.76545,-84.47425
190071132,1/7/2019,1/5/2019,800,1/7/2019,1300,408,,A-9,1829 CAMPBELLTON RD SW,Evening Watch,26,BURGLARY-RESIDENCE,521,2204,Venetian Hills,S,33.71,-84.44863
190071656,1/7/2019,1/7/2019,900,1/7/2019,1800,107,,,14 S EUGENIA PL NW,Evening Watch,E,BURGLARY-RESIDENCE,521,2204,Grove Park,J,33.77547,-84.45394
190081298,1/8/2019,1/7/2019,1900,1/8/2019,1400,207,,,732 BELLEMEADE AVE NW,Evening Watch,20,BURGLARY-RESIDENCE,521,2204,Berkeley Park,D,33.80026,-84.41224
190082176,1/8/2019,1/8/2019,1530,1/8/2019,1700,503,,,930 SPRING ST,Evening Watch,20,BURGLARY-RESIDENCE,521,2204,Midtown,E,33.77989,-84.38898
190080354,1/8/2019,1/8/2019,550,1/8/2019,550,404,,,1380 RALPH D ABERNATHY BLVD SW   ,Morning Watch,99,BURGLARY-NONRES,512,2203,Westview,T,33.739,-84.4338
190080981,1/8/2019,1/8/2019,1130,1/8/2019,1237,409,,,2308 CASCADE RD SW,Day Watch,12,BURGLARY-NONRES,512,2203,Adams Park,R,33.72212,-84.46392
190081960,1/8/2019,1/8/2019,2002,1/8/2019,2005,610,,,225 CLIFTON ST SE,Evening Watch,23,BURGLARY-NONRES,512,2203,Kirkwood,O,33.74773,-84.33196
190080734,1/8/2019,1/8/2019,750,1/8/2019,956,103,,7,630 CAMERON M ALEXANDER BLVD NW,Day Watch,26,BURGLARY-RESIDENCE,511,2202,English Avenue,L,33.76812,-84.40798
190081996,1/8/2019,1/6/2019,1200,1/8/2019,1900,105,,,987 HARWELL ST NW,Evening Watch,20,BURGLARY-RESIDENCE,511,2202,Washington Park,K,33.75566,-84.41902
190082035,1/8/2019,1/8/2019,2040,1/8/2019,2040,407,,,256 FAIRBURN RD SW,Evening Watch,26,AGG ASSAULT,430,1315,Fairburn Mays,H,33.74673,-84.5084
190082280,1/8/2019,1/8/2019,2300,1/8/2019,2348,101,,,904 MARTIN L KING JR DR SW,Morning Watch,18,AGG ASSAULT,430,1315,Atlanta University Center,T,33.75462,-84.41692
190081786,1/8/2019,1/8/2019,1620,1/8/2019,1630,105,,,1419 ROME DR NW,Evening Watch,13,ROBBERY-PEDESTRIAN,311,1204,Hunter Hills,K,33.76318,-84.43449
190081990,1/8/2019,1/8/2019,2000,1/8/2019,2010,109,,,2176 DONALD LEE HOLLOWELL PKWY NW @K MART BANKHEAD,Evening Watch,18,ROBBERY-PEDESTRIAN,311,1204,Grove Park,J,33.77646,-84.45747
190082129,1/8/2019,1/8/2019,2145,1/8/2019,2155,602,,,1004 ALBION AVE NE,Evening Watch,,ROBBERY-PEDESTRIAN,311,1204,Inman Park,N,33.76626,-84.35426
190080571,1/8/2019,1/7/2019,2300,1/8/2019,100,301,,,1469 FAIRBANKS ST,Day Watch,20,AGG ASSAULT,410,1314,South Atlanta,Y,33.71987,-84.38667
190080609,1/8/2019,1/7/2019,1900,1/8/2019,800,612,,,1298 METROPOLITAN AVE SE,Day Watch,20,AUTO THEFT,720,2424,East Atlanta,W,33.74255,-84.34516
190082170,1/8/2019,1/8/2019,2225,1/8/2019,2235,607,,,1606 ELLEBY RD SE,Morning Watch,20,AUTO THEFT,730,2434,Benteen Park,W,33.71068,-84.36131
190080451,1/8/2019,1/5/2019,1500,1/8/2019,730,212,,208,2430 CHESHIRE BRIDGE RD NE,Day Watch,26,AUTO THEFT,710,2404,Lindridge/Martin Manor,F,33.82149,-84.35161
190081961,1/8/2019,1/8/2019,1500,1/9/2019,1600,609,,,200 MARION PL NE,Evening Watch,20,AUTO THEFT,710,2404,Edgewood,O,33.75927,-84.34519
190082128,1/8/2019,1/6/2018,1530,1/7/2018,1100,210,,,815  SIDNEY MARCUS BLVD,Evening Watch,13,AUTO THEFT,710,2404,Lindbergh/Morosgo,B,33.82537,-84.36116
190080717,1/8/2019,1/7/2019,1100,1/7/2019,1201,304,,,232 FARRINGTON AVE SE,Day Watch,13,LARCENY-NON VEHICLE,690,2399,Peoplestown,V,33.72686,-84.38024
190080898,1/8/2019,1/8/2019,1115,1/8/2019,1130,506,,,417 4TH ST NE,Day Watch,20,LARCENY-NON VEHICLE,690,2399,Midtown,E,33.77438,-84.37383
190081025,1/8/2019,1/7/2019,1300,1/8/2019,1410,508,,,40 JOHN PORTMAN BLVD NW,Day Watch,11,LARCENY-NON VEHICLE,690,2399,Downtown,M,33.76089,-84.38927
190081132,1/8/2019,12/11/2018,1900,1/8/2019,1338,411,,,3000 STONE HOGAN CONN SW @GREENBRIAR COMMONS,Evening Watch,20,LARCENY-NON VEHICLE,690,2399,Greenbriar,R,33.67424,-84.49697
190081158,1/8/2019,1/8/2019,1100,1/8/2019,1353,108,,,2423 MARTIN L KING JR DR NW,Evening Watch,13,LARCENY-NON VEHICLE,690,2399,Florida Heights,I,33.75183,-84.46623
190081224,1/8/2019,1/7/2019,1429,1/8/2019,1429,405,,10207,200 PEYTON PL SW,Evening Watch,26,LARCENY-NON VEHICLE,690,2399,Harland Terrace,I,33.7499,-84.47534
190081453,1/8/2019,1/8/2019,1358,1/8/2019,1400,211,UNIT,2,745 FOUNTAINHEAD LN NE,Day Watch,20,LARCENY-NON VEHICLE,690,2310,Lindbergh/Morosgo,B,33.81912,-84.36408
190081917,1/8/2019,1/8/2019,1800,1/8/2019,1900,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,99,LARCENY-NON VEHICLE,690,2399,Lenox,B,33.84884,-84.36475
190080025,1/8/2019,1/8/2019,0,1/8/2019,16,204,,,1790 HOWELL MILL RD NW,Morning Watch,23,LARCENY-NON VEHICLE,670,2308,Underwood Hills,D,33.80359,-84.41421
190080754,1/8/2019,1/7/2019,2230,1/8/2019,815,205,,100,1962 HOWELL MILL RD NW,Evening Watch,,LARCENY-NON VEHICLE,670,2308,Wildwood (NPU-C),C,33.80831,-84.41287
190081065,1/8/2019,1/6/2019,1100,1/8/2019,1300,512,APT,232,234 MEMORIAL DR SW,Day Watch,20,LARCENY-NON VEHICLE,670,2308,Downtown,M,33.74685,-84.39536
190081146,1/8/2019,12/29/2018,800,12/30/2018,2359,503,,,209 14TH ST NE,Evening Watch,26,LARCENY-NON VEHICLE,670,2308,Midtown,E,33.78639,-84.37997
190081414,1/8/2019,1/8/2019,600,1/8/2019,1400,106,,19,1197 JOSEPH E BOONE BLVD NW,Evening Watch,26,LARCENY-NON VEHICLE,670,2308,Bankhead,K,33.7636,-84.42678
190081523,1/8/2019,1/7/2019,2000,1/7/2019,2200,113,,218,1671 JAMES JACKSON PKWY NW,Evening Watch,26,LARCENY-NON VEHICLE,670,2308,Scotts Crossing,G,33.79786,-84.47499
190080017,1/8/2019,1/7/2019,2130,1/8/2019,5,208,,,3242 PIEDMONT RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,650,2304,Buckhead Forest,B,33.84454,-84.37193
190081371,1/8/2019,1/7/2019,1730,1/8/2019,1430,403,,,1332 OAKLAND DR SW,Evening Watch,13,LARCENY-FROM VEHICLE,650,2304,Oakland City,S,33.7187,-84.42739
190081303,1/8/2019,12/31/2018,2110,12/31/2018,2200,503,,,1020 PIEDMONT AVE NE,Evening Watch,26,LARCENY-NON VEHICLE,660,2317,Midtown,E,33.78251,-84.38034
190081592,1/8/2019,1/8/2019,1650,1/8/2019,1652,508,,,60 LUCKIE ST NW,Evening Watch,21,LARCENY-NON VEHICLE,660,2317,Downtown,M,33.75637,-84.38877
190080126,1/8/2019,1/7/2019,2200,1/8/2019,100,505,,303,794 JUNIPER ST NE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77635,-84.38304
190080369,1/8/2019,1/7/2019,2300,1/8/2019,530,607,,,1490 WOODLAND AVE SE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Custer/McDonough/Guice,W,33.71363,-84.35303
190080540,1/8/2019,1/7/2019,2300,1/8/2019,815,406,,,2344 ASHMEL CT SW,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,Cascade Avenue/Road,S,33.725,-84.46508
190081133,1/8/2019,1/4/2019,345,1/5/2019,2245,604,,3414,349 DECATUR ST SE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Sweet Auburn,M,33.74988,-84.37788
190081143,1/8/2019,1/8/2019,1315,1/8/2019,1325,403,,,1265 LEE ST SW,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Oakland City,S,33.72066,-84.42426
190081291,1/8/2019,1/8/2019,1406,1/8/2019,1504,611,,,2315 GLENWOOD AVE SE,Evening Watch,23,LARCENY-FROM VEHICLE,640,2305,East Lake,O,33.74002,-84.31169
190081352,1/8/2019,1/8/2019,1508,1/8/2019,1510,201,,,2925 RIDGEWOOD RD NW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Paces,A,33.83474,-84.44816
190081398,1/8/2019,1/6/2019,1500,1/8/2019,1555,108,,,1977 MARTIN L KING JR DR NW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,,I,33.75015,-84.45227
190081416,1/8/2019,1/7/2019,1620,1/8/2019,620,101,,2905,369 MCDANIEL ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,The Villages at Castleberry Hill,T,33.74505,-84.40523
190081465,1/8/2019,1/8/2019,1620,1/8/2019,1635,105,,,84 HOLLY RD NW,Evening Watch,20,LARCENY-FROM VEHICLE,640,2305,West Lake,J,33.75727,-84.43795
190081563,1/8/2019,12/14/2018,905,12/14/2018,910,409,,,2260 CASCADE RD SW,Day Watch,21,LARCENY-FROM VEHICLE,640,2305,Cascade Avenue/Road,S,33.72571,-84.44896
190081607,1/8/2019,1/8/2019,900,1/8/2019,1657,502,,,1409 PEACHTREE ST NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.79337,-84.3868
190081677,1/8/2019,1/7/2019,1500,1/7/2019,1530,212,,,255 OTTLEY DR NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,E,33.81007,-84.37963
190081739,1/8/2019,1/8/2019,100,1/8/2019,1700,510,,,61 JESSE HILL JR DR NE,Morning Watch,14,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.75617,-84.38012
190081772,1/8/2019,1/8/2019,1540,1/8/2019,1550,211,,,541 MAIN ST NE,Unknown,13,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82243,-84.3691
190081939,1/8/2019,1/8/2019,1820,1/8/2019,1930,601,,,1097 LOS ANGELES AVE NE,Evening Watch,,LARCENY-FROM VEHICLE,640,2305,Virginia Highland,F,33.78299,-84.35102
190082029,1/8/2019,1/8/2019,1950,1/8/2019,2040,203,,,1200 HOWELL MILL RD NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.7871,-84.41186
190082077,1/8/2019,1/8/2019,1830,1/8/2019,1930,213,,,1235 UNIVERSITY DR NE,Morning Watch,13,LARCENY-FROM VEHICLE,640,2305,,F,33.79038,-84.34618
190082111,1/8/2019,1/8/2019,1855,1/8/2019,2000,203,,,1356 ENGLISH ST NW,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.79182,-84.42071
190082141,1/8/2019,1/8/2019,2003,1/8/2019,2200,509,,,207 PEACHTREE CENTER AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76021,-84.38594
190082213,1/8/2019,1/8/2019,2110,1/8/2019,2250,506,,,931 MONROE DR NE @TRADER JOES - MONROE,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.77986,-84.36917
190082240,1/8/2019,1/8/2019,2215,1/8/2019,2315,213,,,2205 CHESHIRE BRIDGE RD NE,Unknown,18,LARCENY-FROM VEHICLE,640,2305,Lindridge/Martin Manor,F,33.81532,-84.35274
190080762,1/8/2019,1/7/2019,1900,1/8/2019,1000,604,,116,572 EDGEWOOD AVE NE,Day Watch,99,BURGLARY-NONRES,532,2203A,Old Fourth Ward,M,33.75437,-84.36866
190081251,1/8/2019,1/8/2019,430,1/8/2019,445,105,,,2 JOSEPH E LOWERY BLVD NW,Evening Watch,21,BURGLARY-NONRES,532,2203A,Washington Park,K,33.75484,-84.41766
190081094,1/8/2019,1/8/2019,1318,1/8/2019,1318,109,,,2615 DONALD LEE HOLLOWELL PKWY NW,Day Watch,12,LARCENY-NON VEHICLE,630,2303,Center Hill,J,33.77574,-84.47243
190081123,1/8/2019,1/7/2019,1600,1/7/2019,1620,208,,,3500 PEACHTREE RD NE,Day Watch,24,LARCENY-NON VEHICLE,630,2303,North Buckhead,B,33.85248,-84.36058
190081327,1/8/2019,1/3/2019,1500,1/3/2019,1530,609,,,1280 CAROLINE ST NE,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75848,-84.3462
190081420,1/8/2019,1/8/2019,1605,1/8/2019,1700,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,Evening Watch,12,LARCENY-NON VEHICLE,630,2303,Edgewood,O,33.75831,-84.34638
190081480,1/8/2019,1/7/2011,1200,1/7/2019,1300,401,,,850 OAK ST SW @WEST END MALL,Evening Watch,24,LARCENY-NON VEHICLE,630,2303,West End,T,33.74057,-84.4168
190081847,1/8/2019,1/8/2019,1859,1/8/2019,1903,511,,,12J BROAD ST SW,Evening Watch,9,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.7532,-84.39201
190082032,1/8/2019,1/8/2019,2030,1/8/2019,2040,204,,,1801 HOWELL MILL RD NW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80448,-84.41348
190090726,1/9/2019,1/8/2019,1830,1/9/2019,950,511,,,50 UPPER ALABAMA ST SW,Day Watch,7,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.75223,-84.38978
190091103,1/9/2019,1/9/2019,1255,1/9/2019,1300,511,,,12 BROAD ST SW,Day Watch,24,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.7532,-84.39201
190091191,1/9/2019,1/9/2019,130,1/9/2019,140,511,,,12 BROAD ST SW,Day Watch,9,LARCENY-NON VEHICLE,630,2303,Downtown,M,33.7532,-84.39201
190091761,1/9/2019,1/9/2019,1806,1/9/2019,1816,211,,,2625 PIEDMONT RD NE,Evening Watch,18,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.82678,-84.36699
190091765,1/9/2019,10/12/2018,1301,10/12/2018,1320,204,,,1801 HOWELL MILL RD NW,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Berkeley Park,D,33.80448,-84.41348
190091903,1/9/2019,1/9/2019,1900,1/9/2019,1900,211,,,2539 PIEDMONT RD,Evening Watch,8,LARCENY-NON VEHICLE,630,2303,Lindbergh/Morosgo,B,33.82445,-84.36711
190092158,1/9/2019,1/9/2019,2130,1/9/2019,2200,511,APT,1,87 PEACHTREE ST SW,Evening Watch,21,LARCENY-NON VEHICLE,620,2302,Downtown,M,33.75243,-84.39198
190090043,1/9/2019,1/9/2019,26,1/9/2019,29,114,,,1 SANDY CREEK RD NW,Morning Watch,29,LARCENY-FROM VEHICLE,640,2305,Bankhead/Bolton,H,33.78348,-84.50821
190090137,1/9/2019,1/8/2019,2100,1/9/2019,0,203,,,1133 HUFF RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.78909,-84.42518
190090270,1/9/2019,1/8/2019,2100,1/9/2019,320,113,,,2897 DELRAY DR NW,Morning Watch,20,LARCENY-FROM VEHICLE,640,2305,Lincoln Homes,G,33.79661,-84.47805
190090645,1/9/2019,1/8/2019,1926,1/9/2019,804,603,,,720 RALPH MCGILL BLVD NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.76547,-84.36417
190090669,1/9/2019,1/8/2019,2245,1/9/2019,900,207,,,40 PEACHTREE VALLEY RD NE,Morning Watch,26,LARCENY-FROM VEHICLE,640,2305,,E,33.81096,-84.39145
190090680,1/9/2019,1/3/2019,1000,1/9/2019,900,504,,203,225 HUNNICUTT ST NW,Day Watch,17,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76672,-84.39433
190090833,1/9/2019,1/9/2019,958,1/9/2019,1008,211,,,2365 PEACHTREE RD NE @PUBLIX - PEACH BAT,Day Watch,12,LARCENY-FROM VEHICLE,640,2305,Peachtree Hills,B,33.82016,-84.38824
190090942,1/9/2019,1/9/2019,945,1/9/2019,1050,509,,,226 COURTLAND ST NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76051,-84.38429
190090950,1/9/2019,1/9/2019,1300,1/9/2019,1300,307,,,1645 OAK KNOLL CIR,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Lakewood Heights,Y,33.70982,-84.3779
190091038,1/9/2019,1/9/2019,1140,1/9/2019,1207,211,,,2625 PIEDMONT RD NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82678,-84.36699
190091124,1/9/2019,1/9/2019,1310,1/9/2019,1320,209,,,4279 ROSWELL RD NE @CHASTAIN SQUARE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.87145,-84.38094
190091182,1/9/2019,1/9/2019,900,1/9/2019,1342,409,,,3041 LANDRUM DR SW,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Southwest,R,33.70649,-84.48782
190091212,1/9/2019,1/9/2019,800,1/9/2019,830,509,,,207 PEACHTREE CENTER AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76021,-84.38594
190091228,1/9/2019,1/9/2019,1300,1/9/2019,1412,201,,,3154 NORTHSIDE PKWY NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,,C,33.84123,-84.42074
190091495,1/9/2019,1/9/2019,1400,1/9/2019,1600,504,,,384 PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Downtown,M,33.76502,-84.38566
190091627,1/9/2019,1/9/2019,400,1/9/2019,1400,206,APT,D3,3518 ROSWELL RD NW,Unknown,18,LARCENY-FROM VEHICLE,640,2305,South Tuxedo Park,B,33.85105,-84.38315
190091799,1/9/2019,1/9/2019,1730,1/9/2019,1815,206,,,322 PHARR RD NE,Unknown,,LARCENY-FROM VEHICLE,640,2305,Buckhead Village,B,33.83711,-84.37715
190091835,1/9/2019,1/5/2019,1830,1/9/2019,2230,211,,,2285 PEACHTREE RD NE @SHANGHAI RESTAURANT,Evening Watch,21,LARCENY-FROM VEHICLE,640,2305,,E,33.81672,-84.38977
190091850,1/9/2019,1/9/2019,1847,1/9/2019,1857,211,,,2625 PIEDMONT RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Lindbergh/Morosgo,B,33.82678,-84.36699
190091851,1/9/2019,1/9/2019,1800,1/9/2019,1930,604,,5,658 JOHN WESLEY DOBBS AVE NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Old Fourth Ward,M,33.75954,-84.36577
190091871,1/9/2019,1/9/2019,1750,1/9/2019,1855,211,,,365 PEACHTREE HILLS AVE NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Peachtree Hills,B,33.81808,-84.37491
190091895,1/9/2019,1/9/2019,1500,1/9/2019,1900,210,,,3393 PEACHTREE RD NE @LENOX MALL,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Lenox,B,33.84676,-84.36212
190091929,1/9/2019,1/9/2019,1925,1/9/2019,1935,404,,,609 CASCADE AVE SW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Westview,T,33.73865,-84.43458
190091947,1/9/2019,1/9/2019,1730,1/9/2019,1741,203,,,2429 BOLTON RD NW,Evening Watch,23,LARCENY-FROM VEHICLE,640,2305,Bolton,D,33.82119,-84.45618
190091977,1/9/2019,1/9/2019,1915,1/9/2019,2030,208,,,3232 PEACHTREE RD NE,Evening Watch,13,LARCENY-FROM VEHICLE,640,2305,Buckhead Forest,B,33.8426,-84.37329
190091984,1/9/2019,1/9/2019,1915,1/9/2019,1915,211,,,2193 PEACHTREE RD NE,Evening Watch,23,LARCENY-FROM VEHICLE,640,2305,,E,33.81418,-84.39196
190092077,1/9/2019,1/8/2019,2030,1/9/2019,1030,503,,1,1116 PIEDMONT AVE NE,Day Watch,20,LARCENY-FROM VEHICLE,640,2305,Midtown,E,33.78505,-84.37864
190092104,1/9/2019,1/9/2019,1930,1/9/2019,2115,209,,,3732 ROSWELL RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,East Chastain Park,B,33.85671,-84.38245
190092144,1/9/2019,1/9/2019,2015,1/9/2019,2130,207,,,1950 HOWELL MILL RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Wildwood (NPU-C),C,33.80805,-84.41282
190092162,1/9/2019,1/9/2019,2045,1/9/2019,2144,501,,,685 11TH ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Home Park,E,33.78309,-84.40971
190092173,1/9/2019,1/9/2019,2136,1/9/2019,2139,507,,,296 NORTHSIDE DR SW,Evening Watch,23,LARCENY-FROM VEHICLE,640,2305,Castleberry Hill,M,33.74629,-84.40639
190092183,1/9/2019,1/9/2019,1930,1/10/2019,2200,208,,,3500 PEACHTREE RD NE @PHIPPS PLAZA,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,North Buckhead,B,33.85252,-84.36116
190092232,1/9/2019,1/9/2019,2115,1/9/2019,2230,203,,,1133 HUFF RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Blandtown,D,33.78909,-84.42518
190092234,1/9/2019,1/9/2019,2100,1/9/2019,2230,504,,,935 MARIETTA ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,640,2305,Marietta Street Artery,E,33.7778,-84.40865
190092241,1/9/2019,1/9/2019,2215,1/9/2019,2235,602,,,1001 PONCE DE LEON AVE NE @PUBLIX ,Morning Watch,18,LARCENY-FROM VEHICLE,640,2305,Poncey-Highland,N,33.77373,-84.35469
183571040,1/9/2019,12/23/2018,1320,12/23/2018,1410,401,,,850 OAK ST,Evening Watch,5,LARCENY-FROM VEHICLE,640,2305,West End,T,33.74053,-84.41671
190091600,1/9/2019,12/23/2018,1340,12/23/2018,1350,505,,1813,708 SPRING ST NW,Evening Watch,18,LARCENY-NON VEHICLE,660,2317,Midtown,E,33.77411,-84.38894
190090347,1/9/2019,1/9/2019,500,1/9/2019,520,106,,,1167 JOSEPH E BOONE BLVD NW,Day Watch,7,LARCENY-NON VEHICLE,680,2307,Bankhead,K,33.7636,-84.42601
190091576,1/9/2019,1/9/2019,1640,1/9/2019,1654,310,,,2454 OLD HAPEVILLE RD SW,Evening Watch,1,ROBBERY-PEDESTRIAN,317,1299G,Browns Mill Park,Z,33.68842,-84.39032
190090473,1/9/2019,1/8/2019,2300,1/9/2019,742,408,,,1411 CLARK HOWARD LN SW,Day Watch,20,LARCENY-FROM VEHICLE,650,2304,Venetian Hills,S,33.7169,-84.44581
190090724,1/9/2019,1/8/2019,850,1/8/2019,1830,503,,,930 JUNIPER ST NE,Day Watch,18,LARCENY-FROM VEHICLE,650,2304,Midtown,E,33.78,-84.38272
190090249,1/9/2019,1/9/2019,30,1/9/2019,240,609,,,1225 CAROLINE ST NE ,Morning Watch,12,LARCENY-NON VEHICLE,670,2308,Edgewood,O,33.75832,-84.34788
